Date_Reported,Cumulative_Cases
07/05/2023,1294594
14/05/2023,1295312
21/05/2023,1296052
28/05/2023,1296641
04/06/2023,1297183
11/06/2023,1297605
18/06/2023,1297994
25/06/2023,1298270
02/07/2023,1298475
09/07/2023,1298647
16/07/2023,1298786
23/07/2023,1298909
30/07/2023,1299024
06/08/2023,1299201
13/08/2023,1299404
20/08/2023,1299625
27/08/2023,1299930
03/09/2023,1300286
10/09/2023,1300720
17/09/2023,1301340
24/09/2023,1302188
01/10/2023,1303781
08/10/2023,1305479
15/10/2023,1307688
22/10/2023,1309825
29/10/2023,1312102
05/11/2023,1313966
12/11/2023,1315323
19/11/2023,1316471
26/11/2023,1317573
03/12/2023,1318662
10/12/2023,1319790
17/12/2023,1321120
24/12/2023,1322454
31/12/2023,1323578
07/01/2024,1325067
14/01/2024,1326144
21/01/2024,1327000
28/01/2024,1327689
04/02/2024,1328136
11/02/2024,1328461
18/02/2024,1328660
25/02/2024,1328764
03/03/2024,1328885
10/03/2024,1328966
17/03/2024,1329041
24/03/2024,1329104
31/03/2024,1329171
07/04/2024,1329171
14/04/2024,1329204
21/04/2024,1329225
28/04/2024,1329250
05/05/2024,1329266
12/05/2024,1329289
19/05/2024,1329313
26/05/2024,1329329
02/06/2024,1329356
09/06/2024,1329381
16/06/2024,1329405
23/06/2024,1329430
30/06/2024,1329465
07/07/2024,1329487
14/07/2024,1329519
21/07/2024,1329588
28/07/2024,1329731
04/08/2024,1329988
11/08/2024,1330400
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,0
15/03/2020,7
22/03/2020,75
29/03/2020,222
05/04/2020,364
12/04/2020,484
19/04/2020,576
26/04/2020,632
03/05/2020,652
10/05/2020,748
17/05/2020,782
24/05/2020,841
31/05/2020,855
07/06/2020,889
14/06/2020,894
21/06/2020,901
28/06/2020,959
05/07/2020,1000
12/07/2020,1036
19/07/2020,1065
26/07/2020,1100
02/08/2020,1150
09/08/2020,1204
16/08/2020,1267
23/08/2020,1328
30/08/2020,1368
06/09/2020,1452
13/09/2020,1707
20/09/2020,1846
27/09/2020,2008
04/10/2020,2167
11/10/2020,2280
18/10/2020,2381
25/10/2020,2451
01/11/2020,2508
08/11/2020,2569
15/11/2020,2641
22/11/2020,2735
29/11/2020,2856
06/12/2020,3212
13/12/2020,4030
20/12/2020,5160
27/12/2020,6344
03/01/2021,7051
10/01/2021,8082
17/01/2021,9188
24/01/2021,10038
31/01/2021,10682
07/02/2021,11285
14/02/2021,11614
21/02/2021,11797
28/02/2021,12024
07/03/2021,12181
14/03/2021,12372
21/03/2021,12535
28/03/2021,12692
04/04/2021,12817
11/04/2021,12979
18/04/2021,13129
25/04/2021,13263
02/05/2021,13324
09/05/2021,13379
16/05/2021,13397
23/05/2021,13415
30/05/2021,13431
06/06/2021,13453
13/06/2021,13459
20/06/2021,13469
27/06/2021,13478
04/07/2021,13494
11/07/2021,13517
18/07/2021,13536
25/07/2021,13543
01/08/2021,13588
08/08/2021,13625
15/08/2021,13677
22/08/2021,13715
29/08/2021,13762
05/09/2021,13851
12/09/2021,13950
19/09/2021,14052
26/09/2021,14183
03/10/2021,14341
10/10/2021,14516
17/10/2021,14752
24/10/2021,14793
31/10/2021,14901
07/11/2021,15103
14/11/2021,15281
21/11/2021,15514
28/11/2021,15711
05/12/2021,16000
12/12/2021,16334
19/12/2021,16672
26/12/2021,17040
02/01/2022,17632
09/01/2022,19636
16/01/2022,20249
23/01/2022,20514
30/01/2022,20624
06/02/2022,20683
13/02/2022,20721
20/02/2022,20751
27/02/2022,20751
06/03/2022,20791
13/03/2022,20806
20/03/2022,20813
27/03/2022,20813
03/04/2022,20858
10/04/2022,20865
17/04/2022,20865
24/04/2022,20865
01/05/2022,20885
08/05/2022,20899
15/05/2022,20899
22/05/2022,20899
29/05/2022,20899
05/06/2022,20899
12/06/2022,20899
19/06/2022,21044
26/06/2022,21044
03/07/2022,21128
10/07/2022,21128
17/07/2022,21128
24/07/2022,21128
31/07/2022,21128
07/08/2022,21128
14/08/2022,21128
21/08/2022,21128
28/08/2022,21128
04/09/2022,21128
11/09/2022,21479
18/09/2022,21562
25/09/2022,21631
02/10/2022,21631
09/10/2022,21631
16/10/2022,21631
23/10/2022,21631
30/10/2022,21631
06/11/2022,21631
13/11/2022,21631
20/11/2022,21631
27/11/2022,21631
04/12/2022,21631
11/12/2022,22006
18/12/2022,22006
25/12/2022,22006
01/01/2023,22023
08/01/2023,22025
15/01/2023,22031
22/01/2023,22034
29/01/2023,22040
05/02/2023,22047
12/02/2023,22056
19/02/2023,22056
26/02/2023,22056
05/03/2023,22056
12/03/2023,22056
19/03/2023,22056
26/03/2023,22056
02/04/2023,22056
09/04/2023,22056
16/04/2023,22056
23/04/2023,22056
30/04/2023,22056
07/05/2023,22056
14/05/2023,22056
21/05/2023,22056
28/05/2023,22056
04/06/2023,22056
11/06/2023,22056
18/06/2023,22056
25/06/2023,22056
02/07/2023,22056
09/07/2023,22056
16/07/2023,22056
23/07/2023,22056
30/07/2023,22056
06/08/2023,22056
13/08/2023,22056
20/08/2023,22056
27/08/2023,22056
03/09/2023,22056
10/09/2023,22056
17/09/2023,22056
24/09/2023,22056
01/10/2023,22056
08/10/2023,22058
15/10/2023,22061
22/10/2023,22065
29/10/2023,22067
05/11/2023,22073
12/11/2023,22081
19/11/2023,22098
26/11/2023,22105
03/12/2023,22106
10/12/2023,22107
17/12/2023,22109
24/12/2023,22109
31/12/2023,22109
07/01/2024,22109
14/01/2024,22109
21/01/2024,22109
28/01/2024,22109
04/02/2024,22109
11/02/2024,22109
18/02/2024,22109
25/02/2024,22109
03/03/2024,22109
10/03/2024,22109
17/03/2024,22113
24/03/2024,22119
31/03/2024,22120
07/04/2024,22120
14/04/2024,22122
21/04/2024,22122
28/04/2024,22122
05/05/2024,22122
12/05/2024,22123
19/05/2024,22126
26/05/2024,22128
02/06/2024,22129
09/06/2024,22130
16/06/2024,22131
23/06/2024,22131
30/06/2024,22138
07/07/2024,22139
14/07/2024,22139
21/07/2024,22139
28/07/2024,22139
04/08/2024,22139
11/08/2024,22139
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,0
15/03/2020,0
22/03/2020,0
29/03/2020,0
05/04/2020,3
12/04/2020,5
19/04/2020,5
26/04/2020,15
03/05/2020,19
10/05/2020,27
17/05/2020,42
24/05/2020,42
31/05/2020,63
07/06/2020,83
14/06/2020,94
21/06/2020,144
28/06/2020,170
05/07/2020,191
12/07/2020,257
19/07/2020,322
26/07/2020,345
02/08/2020,387
09/08/2020,405
16/08/2020,413
23/08/2020,430
30/08/2020,445
06/09/2020,462
13/09/2020,472
20/09/2020,473
27/09/2020,484
04/10/2020,513
11/10/2020,525
18/10/2020,542
25/10/2020,556
01/11/2020,589
08/11/2020,614
15/11/2020,628
22/11/2020,662
29/11/2020,688
06/12/2020,694
13/12/2020,729
20/12/2020,761
27/12/2020,809
03/01/2021,833
10/01/2021,986
17/01/2021,1236
24/01/2021,1472
31/01/2021,1635
07/02/2021,1728
14/02/2021,1849
21/02/2021,2034
28/02/2021,2217
07/03/2021,2334
14/03/2021,2481
21/03/2021,2618
28/03/2021,2767
04/04/2021,2964
11/04/2021,3187
18/04/2021,3631
25/04/2021,3874
02/05/2021,4046
09/05/2021,4200
16/05/2021,4347
23/05/2021,4546
30/05/2021,4790
06/06/2021,4925
13/06/2021,5026
20/06/2021,5242
27/06/2021,5423
04/07/2021,5521
11/07/2021,5686
18/07/2021,5894
25/07/2021,6573
01/08/2021,7505
08/08/2021,8800
15/08/2021,10103
22/08/2021,11333
29/08/2021,12529
05/09/2021,13576
12/09/2021,15377
19/09/2021,16732
26/09/2021,17505
03/10/2021,18600
10/10/2021,19257
17/10/2021,19730
24/10/2021,19945
31/10/2021,20087
07/11/2021,20165
14/11/2021,20276
21/11/2021,20338
28/11/2021,20402
05/12/2021,20491
12/12/2021,20846
19/12/2021,22639
26/12/2021,26999
02/01/2022,32076
09/01/2022,35500
16/01/2022,36736
23/01/2022,37042
30/01/2022,37379
06/02/2022,37756
13/02/2022,37902
20/02/2022,38011
27/02/2022,38102
06/03/2022,38209
13/03/2022,38274
20/03/2022,38372
27/03/2022,38463
03/04/2022,38588
10/04/2022,38698
17/04/2022,38801
24/04/2022,39144
01/05/2022,40397
08/05/2022,41073
15/05/2022,41341
22/05/2022,41850
29/05/2022,42034
05/06/2022,42205
12/06/2022,42330
19/06/2022,42472
26/06/2022,42593
03/07/2022,42794
10/07/2022,42963
17/07/2022,43414
24/07/2022,44437
31/07/2022,46151
07/08/2022,47247
14/08/2022,48002
21/08/2022,48975
28/08/2022,49258
04/09/2022,49370
11/09/2022,49599
18/09/2022,50026
25/09/2022,50129
02/10/2022,50225
09/10/2022,50225
16/10/2022,50372
23/10/2022,50452
30/10/2022,50470
06/11/2022,50517
13/11/2022,50639
20/11/2022,50778
27/11/2022,51018
04/12/2022,51276
11/12/2022,51481
18/12/2022,51722
25/12/2022,52051
01/01/2023,52162
08/01/2023,52380
15/01/2023,52429
22/01/2023,52429
29/01/2023,53492
05/02/2023,53574
12/02/2023,53609
19/02/2023,53609
26/02/2023,53646
05/03/2023,53661
12/03/2023,53661
19/03/2023,53674
26/03/2023,53686
02/04/2023,53706
09/04/2023,53719
16/04/2023,53726
23/04/2023,53726
30/04/2023,53731
07/05/2023,53740
14/05/2023,53749
21/05/2023,53762
28/05/2023,53762
04/06/2023,53836
11/06/2023,53954
18/06/2023,54036
25/06/2023,54142
02/07/2023,54158
09/07/2023,54321
16/07/2023,54216
23/07/2023,54229
30/07/2023,54234
06/08/2023,54238
13/08/2023,54239
20/08/2023,54239
27/08/2023,54239
03/09/2023,54241
10/09/2023,54366
17/09/2023,54366
24/09/2023,54366
01/10/2023,54366
08/10/2023,54366
15/10/2023,54366
22/10/2023,54366
29/10/2023,54366
05/11/2023,54367
12/11/2023,54368
19/11/2023,54368
26/11/2023,54382
03/12/2023,54394
10/12/2023,54419
17/12/2023,54451
24/12/2023,54455
31/12/2023,54461
07/01/2024,54472
14/01/2024,54523
21/01/2024,54552
28/01/2024,54562
04/02/2024,54564
11/02/2024,54565
18/02/2024,54565
25/02/2024,54566
03/03/2024,54566
10/03/2024,54566
17/03/2024,54566
24/03/2024,54569
31/03/2024,54569
07/04/2024,54569
14/04/2024,54569
21/04/2024,54569
28/04/2024,54569
05/05/2024,54569
12/05/2024,54569
19/05/2024,54569
26/05/2024,54569
02/06/2024,54569
09/06/2024,54569
16/06/2024,54569
23/06/2024,54569
30/06/2024,54569
07/07/2024,54569
14/07/2024,54569
21/07/2024,54569
28/07/2024,54569
04/08/2024,54569
11/08/2024,54569
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,0
15/03/2020,0
22/03/2020,3
29/03/2020,5
05/04/2020,5
12/04/2020,7
19/04/2020,55
26/04/2020,90
03/05/2020,152
10/05/2020,236
17/05/2020,328
24/05/2020,371
31/05/2020,421
07/06/2020,542
14/06/2020,726
21/06/2020,863
28/06/2020,1091
05/07/2020,1420
12/07/2020,1623
19/07/2020,2014
26/07/2020,2258
02/08/2020,2480
09/08/2020,2835
16/08/2020,3163
23/08/2020,3455
30/08/2020,3778
06/09/2020,4275
13/09/2020,4711
20/09/2020,5186
27/09/2020,5701
04/10/2020,6296
11/10/2020,6913
18/10/2020,7638
25/10/2020,8322
01/11/2020,8793
08/11/2020,9291
15/11/2020,9780
22/11/2020,10234
29/11/2020,10700
06/12/2020,11036
13/12/2020,11302
20/12/2020,11567
27/12/2020,11698
03/01/2021,11883
10/01/2021,12316
17/01/2021,12901
24/01/2021,13414
31/01/2021,13981
07/02/2021,14380
14/02/2021,14700
21/02/2021,14999
28/02/2021,15324
07/03/2021,15724
14/03/2021,16035
21/03/2021,16440
28/03/2021,17018
04/04/2021,17821
11/04/2021,18836
18/04/2021,20254
25/04/2021,22094
02/05/2021,24127
09/05/2021,26111
16/05/2021,27951
23/05/2021,29198
30/05/2021,30273
06/06/2021,31003
13/06/2021,31571
20/06/2021,31964
27/06/2021,32344
04/07/2021,32705
11/07/2021,32969
18/07/2021,33270
25/07/2021,33541
01/08/2021,33791
08/08/2021,34010
15/08/2021,34344
22/08/2021,34686
29/08/2021,35147
05/09/2021,35856
12/09/2021,36519
19/09/2021,37052
26/09/2021,37400
03/10/2021,37635
10/10/2021,37870
17/10/2021,38035
24/10/2021,38130
31/10/2021,38207
07/11/2021,38253
14/11/2021,38293
21/11/2021,38324
28/11/2021,38358
05/12/2021,38439
12/12/2021,38496
19/12/2021,38573
26/12/2021,39013
02/01/2022,42463
09/01/2022,49850
16/01/2022,53987
23/01/2022,55256
30/01/2022,55658
06/02/2022,55772
13/02/2022,55842
20/02/2022,55860
27/02/2022,55882
06/03/2022,55895
13/03/2022,55906
20/03/2022,55925
27/03/2022,55948
03/04/2022,55960
10/04/2022,55972
17/04/2022,55990
24/04/2022,56004
01/05/2022,56025
08/05/2022,56065
15/05/2022,56115
22/05/2022,56172
29/05/2022,56290
05/06/2022,56556
12/06/2022,57096
19/06/2022,58176
26/06/2022,59533
03/07/2022,61002
10/07/2022,61623
17/07/2022,61922
24/07/2022,62072
31/07/2022,62159
07/08/2022,62207
14/08/2022,62253
21/08/2022,62288
28/08/2022,62310
04/09/2022,62328
11/09/2022,62341
18/09/2022,62352
25/09/2022,62359
02/10/2022,62376
09/10/2022,62389
16/10/2022,62397
23/10/2022,62397
30/10/2022,62397
06/11/2022,62561
13/11/2022,62680
20/11/2022,62819
27/11/2022,62969
04/12/2022,63080
11/12/2022,63129
18/12/2022,63164
25/12/2022,63190
01/01/2023,63200
08/01/2023,63207
15/01/2023,63221
22/01/2023,63224
29/01/2023,63227
05/02/2023,63229
12/02/2023,63235
19/02/2023,63239
26/02/2023,63241
05/03/2023,63245
12/03/2023,63245
19/03/2023,63252
26/03/2023,63257
02/04/2023,63260
09/04/2023,63278
16/04/2023,63281
23/04/2023,63353
30/04/2023,63467
07/05/2023,63613
14/05/2023,63741
21/05/2023,63847
28/05/2023,63911
04/06/2023,63954
11/06/2023,63978
18/06/2023,63985
25/06/2023,64030
02/07/2023,64080
09/07/2023,64125
16/07/2023,64161
23/07/2023,64172
30/07/2023,64182
06/08/2023,64189
13/08/2023,64226
20/08/2023,64238
27/08/2023,64272
03/09/2023,64306
10/09/2023,64355
17/09/2023,64404
24/09/2023,64430
01/10/2023,64451
08/10/2023,64456
15/10/2023,64470
22/10/2023,64471
29/10/2023,64474
05/11/2023,64474
12/11/2023,64474
19/11/2023,64474
26/11/2023,64474
03/12/2023,64474
10/12/2023,64474
17/12/2023,64474
24/12/2023,64474
31/12/2023,64474
07/01/2024,64474
14/01/2024,64474
21/01/2024,64474
28/01/2024,64474
04/02/2024,64474
11/02/2024,64474
18/02/2024,64474
25/02/2024,64474
03/03/2024,64474
10/03/2024,64474
17/03/2024,64474
24/03/2024,64474
31/03/2024,64474
07/04/2024,64474
14/04/2024,64474
21/04/2024,64474
28/04/2024,64474
05/05/2024,64474
12/05/2024,64474
19/05/2024,64474
26/05/2024,64474
02/06/2024,64474
09/06/2024,64474
16/06/2024,64474
23/06/2024,64474
30/06/2024,64474
07/07/2024,64474
14/07/2024,64474
21/07/2024,64474
28/07/2024,64474
04/08/2024,64474
11/08/2024,64474
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,1
09/02/2020,1
16/02/2020,1
23/02/2020,1
01/03/2020,1
08/03/2020,2
15/03/2020,7
22/03/2020,53
29/03/2020,102
05/04/2020,114
12/04/2020,122
19/04/2020,122
26/04/2020,122
03/05/2020,122
10/05/2020,122
17/05/2020,122
24/05/2020,124
31/05/2020,125
07/06/2020,126
14/06/2020,126
21/06/2020,129
28/06/2020,139
05/07/2020,141
12/07/2020,156
19/07/2020,171
26/07/2020,225
02/08/2020,240
09/08/2020,248
16/08/2020,273
23/08/2020,273
30/08/2020,273
06/09/2020,274
13/09/2020,275
20/09/2020,275
27/09/2020,276
04/10/2020,278
11/10/2020,283
18/10/2020,283
25/10/2020,287
01/11/2020,291
08/11/2020,295
15/11/2020,302
22/11/2020,306
29/11/2020,315
06/12/2020,346
13/12/2020,359
20/12/2020,362
27/12/2020,364
03/01/2021,382
10/01/2021,392
17/01/2021,439
24/01/2021,458
31/01/2021,466
07/02/2021,474
14/02/2021,479
21/02/2021,568
28/02/2021,820
07/03/2021,1011
14/03/2021,1325
21/03/2021,1753
28/03/2021,2273
04/04/2021,2752
11/04/2021,4515
18/04/2021,7013
25/04/2021,10555
02/05/2021,15361
09/05/2021,19743
16/05/2021,22544
23/05/2021,25761
30/05/2021,30094
06/06/2021,34244
13/06/2021,38427
20/06/2021,42711
27/06/2021,47649
04/07/2021,54291
11/07/2021,60959
18/07/2021,67181
25/07/2021,72923
01/08/2021,77914
08/08/2021,81891
15/08/2021,85448
22/08/2021,89231
29/08/2021,92208
05/09/2021,95300
12/09/2021,99504
19/09/2021,104094
26/09/2021,109087
03/10/2021,113256
10/10/2021,114810
17/10/2021,116665
24/10/2021,117772
31/10/2021,118522
07/11/2021,119092
14/11/2021,119536
21/11/2021,119867
28/11/2021,120087
05/12/2021,120256
12/12/2021,120355
19/12/2021,120416
26/12/2021,120449
02/01/2022,120510
09/01/2022,120621
16/01/2022,120796
23/01/2022,121026
30/01/2022,121299
06/02/2022,121773
13/02/2022,123443
20/02/2022,126489
27/02/2022,129920
06/03/2022,132402
13/03/2022,134068
20/03/2022,134986
27/03/2022,135461
03/04/2022,135747
10/04/2022,135947
17/04/2022,136060
24/04/2022,136216
01/05/2022,136252
08/05/2022,136262
15/05/2022,136262
22/05/2022,136262
29/05/2022,136262
05/06/2022,136262
12/06/2022,136262
19/06/2022,136262
26/06/2022,136262
03/07/2022,136290
10/07/2022,136343
17/07/2022,136437
24/07/2022,136565
31/07/2022,136753
07/08/2022,136977
14/08/2022,137207
21/08/2022,137394
28/08/2022,137538
04/09/2022,137650
11/09/2022,137705
18/09/2022,137755
25/09/2022,137833
02/10/2022,137881
09/10/2022,137921
16/10/2022,137963
23/10/2022,137979
30/10/2022,137985
06/11/2022,137996
13/11/2022,137996
20/11/2022,138024
27/11/2022,138059
04/12/2022,138131
11/12/2022,138238
18/12/2022,138379
25/12/2022,138495
01/01/2023,138584
08/01/2023,138622
15/01/2023,138659
22/01/2023,138676
29/01/2023,138685
05/02/2023,138697
12/02/2023,138703
19/02/2023,138706
26/02/2023,138714
05/03/2023,138719
12/03/2023,138719
19/03/2023,138721
26/03/2023,138723
02/04/2023,138725
09/04/2023,138726
16/04/2023,138726
23/04/2023,138731
30/04/2023,138733
07/05/2023,138735
14/05/2023,138736
21/05/2023,138739
28/05/2023,138767
04/06/2023,138803
11/06/2023,138842
18/06/2023,138882
25/06/2023,138895
02/07/2023,138918
09/07/2023,138931
16/07/2023,138935
23/07/2023,138937
30/07/2023,138937
06/08/2023,138940
13/08/2023,138940
20/08/2023,138940
27/08/2023,138940
03/09/2023,138940
10/09/2023,138940
17/09/2023,138941
24/09/2023,138941
01/10/2023,138941
08/10/2023,138941
15/10/2023,138941
22/10/2023,138941
29/10/2023,138943
05/11/2023,138945
12/11/2023,138947
19/11/2023,138950
26/11/2023,138954
03/12/2023,138956
10/12/2023,138963
17/12/2023,138977
24/12/2023,138991
31/12/2023,139014
07/01/2024,139039
14/01/2024,139054
21/01/2024,139063
28/01/2024,139082
04/02/2024,139085
11/02/2024,139087
18/02/2024,139091
25/02/2024,139093
03/03/2024,139095
10/03/2024,139096
17/03/2024,139097
24/03/2024,139100
31/03/2024,139100
07/04/2024,139102
14/04/2024,139103
21/04/2024,139103
28/04/2024,139113
05/05/2024,139117
12/05/2024,139120
19/05/2024,139127
26/05/2024,139145
02/06/2024,139174
09/06/2024,139213
16/06/2024,139256
23/06/2024,139274
30/06/2024,139290
07/07/2024,139299
14/07/2024,139305
21/07/2024,139310
28/07/2024,139313
04/08/2024,139319
11/08/2024,139320
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,2
15/03/2020,3
22/03/2020,26
29/03/2020,90
05/04/2020,555
12/04/2020,822
19/04/2020,1016
26/04/2020,1621
03/05/2020,2077
10/05/2020,2335
17/05/2020,3047
24/05/2020,4400
31/05/2020,5904
07/06/2020,7958
14/06/2020,9572
21/06/2020,11742
28/06/2020,13345
05/07/2020,14524
12/07/2020,15173
19/07/2020,16522
26/07/2020,16708
02/08/2020,17255
09/08/2020,18213
16/08/2020,18582
23/08/2020,18762
30/08/2020,19142
06/09/2020,19604
13/09/2020,20228
20/09/2020,20598
27/09/2020,20838
04/10/2020,21137
11/10/2020,21333
18/10/2020,21543
25/10/2020,21793
01/11/2020,22089
08/11/2020,22380
15/11/2020,22850
22/11/2020,23842
29/11/2020,24445
06/12/2020,24752
13/12/2020,25342
20/12/2020,25849
27/12/2020,26277
03/01/2021,26848
10/01/2021,27336
17/01/2021,28010
24/01/2021,29617
31/01/2021,30313
07/02/2021,31394
14/02/2021,32681
21/02/2021,33749
28/02/2021,35714
07/03/2021,38988
14/03/2021,38988
21/03/2021,47669
28/03/2021,53920
04/04/2021,57337
11/04/2021,61731
18/04/2021,65998
25/04/2021,70607
02/05/2021,74733
09/05/2021,74946
16/05/2021,76756
23/05/2021,77982
30/05/2021,78929
06/06/2021,79904
13/06/2021,80090
20/06/2021,80487
27/06/2021,80858
04/07/2021,80858
11/07/2021,81467
18/07/2021,81871
25/07/2021,82064
01/08/2021,82064
08/08/2021,82454
15/08/2021,82813
22/08/2021,83425
29/08/2021,84210
05/09/2021,84920
12/09/2021,85414
19/09/2021,88183
26/09/2021,92303
03/10/2021,95399
10/10/2021,98402
17/10/2021,100289
24/10/2021,102499
31/10/2021,104348
07/11/2021,105719
14/11/2021,106190
21/11/2021,106794
28/11/2021,107148
05/12/2021,107549
12/12/2021,107662
19/12/2021,108026
26/12/2021,108676
02/01/2022,109666
09/01/2022,111432
16/01/2022,114113
23/01/2022,116718
30/01/2022,117676
06/02/2022,118675
13/02/2022,118933
20/02/2022,119107
27/02/2022,119240
06/03/2022,119322
13/03/2022,119414
20/03/2022,119544
27/03/2022,119637
03/04/2022,119725
10/04/2022,119780
17/04/2022,119813
24/04/2022,119850
01/05/2022,119890
08/05/2022,119924
15/05/2022,119947
22/05/2022,119973
29/05/2022,120002
05/06/2022,120028
12/06/2022,120068
19/06/2022,120121
26/06/2022,120154
03/07/2022,120197
10/07/2022,120215
17/07/2022,120267
24/07/2022,120362
31/07/2022,120524
07/08/2022,120967
14/08/2022,121652
21/08/2022,121652
28/08/2022,122989
04/09/2022,123308
11/09/2022,123480
18/09/2022,123629
25/09/2022,123701
02/10/2022,123785
09/10/2022,123865
16/10/2022,123927
23/10/2022,123993
30/10/2022,123993
06/11/2022,123993
13/11/2022,123993
20/11/2022,123993
27/11/2022,123993
04/12/2022,123993
11/12/2022,123993
18/12/2022,123993
25/12/2022,123993
01/01/2023,123993
08/01/2023,123993
15/01/2023,123993
22/01/2023,124289
29/01/2023,124295
05/02/2023,124309
12/02/2023,124328
19/02/2023,124392
26/02/2023,124485
05/03/2023,124605
12/03/2023,124679
19/03/2023,124741
26/03/2023,124785
02/04/2023,124834
09/04/2023,124883
16/04/2023,124895
23/04/2023,124983
30/04/2023,125011
07/05/2023,125036
14/05/2023,125036
21/05/2023,125058
28/05/2023,125065
04/06/2023,125081
11/06/2023,125090
18/06/2023,125090
25/06/2023,125090
02/07/2023,125090
09/07/2023,125090
16/07/2023,125090
23/07/2023,125090
30/07/2023,125090
06/08/2023,125090
13/08/2023,125090
20/08/2023,125090
27/08/2023,125090
03/09/2023,125090
10/09/2023,125090
17/09/2023,125090
24/09/2023,125090
01/10/2023,125090
08/10/2023,125094
15/10/2023,125106
22/10/2023,125109
29/10/2023,125109
05/11/2023,125117
12/11/2023,125127
19/11/2023,125132
26/11/2023,125135
03/12/2023,125136
10/12/2023,125137
17/12/2023,125137
24/12/2023,125137
31/12/2023,125137
07/01/2024,125137
14/01/2024,125137
21/01/2024,125137
28/01/2024,125137
04/02/2024,125137
11/02/2024,125137
18/02/2024,125137
25/02/2024,125137
03/03/2024,125137
10/03/2024,125137
17/03/2024,125137
24/03/2024,125146
31/03/2024,125146
07/04/2024,125148
14/04/2024,125156
21/04/2024,125162
28/04/2024,125179
05/05/2024,125207
12/05/2024,125217
19/05/2024,125217
26/05/2024,125235
02/06/2024,125238
09/06/2024,125238
16/06/2024,125238
23/06/2024,125239
30/06/2024,125240
07/07/2024,125240
14/07/2024,125241
21/07/2024,125242
28/07/2024,125246
04/08/2024,125246
11/08/2024,125246
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,1
02/02/2020,4
09/02/2020,7
16/02/2020,7
23/02/2020,9
01/03/2020,15
08/03/2020,51
15/03/2020,176
22/03/2020,971
29/03/2020,4675
05/04/2020,12519
12/04/2020,22133
19/04/2020,31872
26/04/2020,43877
03/05/2020,55050
10/05/2020,66422
17/05/2020,74602
24/05/2020,82469
31/05/2020,89407
07/06/2020,94324
14/06/2020,97932
21/06/2020,100618
28/06/2020,102783
05/07/2020,105079
12/07/2020,107114
19/07/2020,109658
26/07/2020,113193
02/08/2020,116298
09/08/2020,118970
16/08/2020,121652
23/08/2020,124372
30/08/2020,127310
06/09/2020,131124
13/09/2020,135626
20/09/2020,141911
27/09/2020,150456
04/10/2020,162659
11/10/2020,178117
18/10/2020,194106
25/10/2020,211732
01/11/2020,231999
08/11/2020,255809
15/11/2020,287318
22/11/2020,320719
29/11/2020,359064
06/12/2020,402568
13/12/2020,448839
20/12/2020,495343
27/12/2020,539241
03/01/2021,588939
10/01/2021,644349
17/01/2021,695704
24/01/2021,737407
31/01/2021,770793
07/02/2021,797756
14/02/2021,820306
21/02/2021,840586
28/02/2021,861547
07/03/2021,881754
14/03/2021,903216
21/03/2021,927062
28/03/2021,956655
04/04/2021,994836
11/04/2021,1045277
18/04/2021,1106065
25/04/2021,1164580
02/05/2021,1219418
09/05/2021,1273166
16/05/2021,1318412
23/05/2021,1352121
30/05/2021,1374273
06/06/2021,1389502
13/06/2021,1399717
20/06/2021,1407258
27/06/2021,1412301
04/07/2021,1416316
11/07/2021,1419964
18/07/2021,1422641
25/07/2021,1425711
01/08/2021,1430483
08/08/2021,1437701
15/08/2021,1449851
22/08/2021,1465866
29/08/2021,1486436
05/09/2021,1511212
12/09/2021,1538093
19/09/2021,1569186
26/09/2021,1598807
03/10/2021,1629142
10/10/2021,1655364
17/10/2021,1676846
24/10/2021,1695914
31/10/2021,1712128
07/11/2021,1727683
14/11/2021,1745349
21/11/2021,1762434
28/11/2021,1782171
05/12/2021,1802359
12/12/2021,1827755
19/12/2021,1867700
26/12/2021,1961723
02/01/2022,2188309
09/01/2022,2482142
16/01/2022,2720411
23/01/2022,2892021
30/01/2022,3016024
06/02/2022,3110337
13/02/2022,3180839
20/02/2022,3234312
27/02/2022,3276987
06/03/2022,3317500
13/03/2022,3356496
20/03/2022,3393835
27/03/2022,3436006
03/04/2022,3492403
10/04/2022,3561059
17/04/2022,3628005
24/04/2022,3691252
01/05/2022,3745771
08/05/2022,3786840
15/05/2022,3819258
22/05/2022,3844313
29/05/2022,3862713
05/06/2022,3879739
12/06/2022,3892409
19/06/2022,3915721
26/06/2022,3931184
03/07/2022,3948936
10/07/2022,3971598
