Date_Reported,Cumulative_Cases
30/01/2022,58979
06/02/2022,61108
13/02/2022,62156
20/02/2022,62585
27/02/2022,62856
06/03/2022,63024
13/03/2022,63127
20/03/2022,63181
27/03/2022,63223
03/04/2022,63258
10/04/2022,63310
17/04/2022,63364
24/04/2022,63407
01/05/2022,63457
08/05/2022,63539
15/05/2022,63772
22/05/2022,64174
29/05/2022,64521
05/06/2022,65148
12/06/2022,65799
19/06/2022,66385
26/06/2022,66947
03/07/2022,67472
10/07/2022,68020
17/07/2022,68730
24/07/2022,69332
31/07/2022,69745
07/08/2022,70083
14/08/2022,70398
21/08/2022,70788
28/08/2022,70943
04/09/2022,71076
11/09/2022,71186
18/09/2022,71243
25/09/2022,71311
02/10/2022,71340
09/10/2022,71361
16/10/2022,71399
23/10/2022,71419
30/10/2022,71436
06/11/2022,71442
13/11/2022,71461
20/11/2022,71522
27/11/2022,71565
04/12/2022,71627
11/12/2022,71728
18/12/2022,71757
25/12/2022,72004
01/01/2023,72163
08/01/2023,72397
15/01/2023,72638
22/01/2023,72815
29/01/2023,72922
05/02/2023,72984
12/02/2023,73032
19/02/2023,73057
26/02/2023,73066
05/03/2023,73075
12/03/2023,73081
19/03/2023,73105
26/03/2023,73114
02/04/2023,73119
09/04/2023,73119
16/04/2023,73121
23/04/2023,73133
30/04/2023,73162
07/05/2023,73168
14/05/2023,73207
21/05/2023,73226
28/05/2023,73235
04/06/2023,73250
11/06/2023,73278
18/06/2023,73310
25/06/2023,73354
02/07/2023,73398
09/07/2023,73460
16/07/2023,73501
23/07/2023,73538
30/07/2023,73568
06/08/2023,73581
13/08/2023,73596
20/08/2023,73612
27/08/2023,73622
03/09/2023,73624
10/09/2023,73632
17/09/2023,73646
24/09/2023,73653
01/10/2023,73660
08/10/2023,73665
15/10/2023,73669
22/10/2023,73670
29/10/2023,73670
05/11/2023,73672
12/11/2023,73673
19/11/2023,73674
26/11/2023,73674
03/12/2023,73676
10/12/2023,73676
17/12/2023,73678
24/12/2023,73681
31/12/2023,73683
07/01/2024,73685
14/01/2024,73691
21/01/2024,73700
28/01/2024,73718
04/02/2024,73770
11/02/2024,73830
18/02/2024,73918
25/02/2024,73962
03/03/2024,74018
10/03/2024,74050
17/03/2024,74087
24/03/2024,74100
31/03/2024,74104
07/04/2024,74108
14/04/2024,74109
21/04/2024,74114
28/04/2024,74121
05/05/2024,74128
12/05/2024,74131
19/05/2024,74133
26/05/2024,74148
02/06/2024,74167
09/06/2024,74178
16/06/2024,74203
23/06/2024,74262
30/06/2024,74312
07/07/2024,74361
14/07/2024,74398
21/07/2024,74423
28/07/2024,74447
04/08/2024,74454
11/08/2024,74461
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,0
15/03/2020,0
22/03/2020,2
29/03/2020,8
05/04/2020,18
12/04/2020,31
19/04/2020,44
26/04/2020,72
03/05/2020,85
10/05/2020,146
17/05/2020,310
24/05/2020,812
31/05/2020,1584
07/06/2020,2924
14/06/2020,3941
21/06/2020,4980
28/06/2020,5722
05/07/2020,6230
12/07/2020,6617
19/07/2020,6975
26/07/2020,7260
02/08/2020,7424
09/08/2020,7599
16/08/2020,7831
23/08/2020,8050
30/08/2020,8174
06/09/2020,8326
13/09/2020,8457
20/09/2020,8600
27/09/2020,8684
04/10/2020,8792
11/10/2020,8860
18/10/2020,8925
25/10/2020,9015
01/11/2020,9054
08/11/2020,9127
15/11/2020,9168
22/11/2020,9214
29/11/2020,9264
06/12/2020,9370
13/12/2020,9491
20/12/2020,9674
27/12/2020,9846
03/01/2021,10077
10/01/2021,10241
17/01/2021,10781
24/01/2021,11099
31/01/2021,11672
07/02/2021,11969
14/02/2021,12206
21/02/2021,12352
28/02/2021,12531
07/03/2021,12632
14/03/2021,12698
21/03/2021,12758
28/03/2021,12803
04/04/2021,12857
11/04/2021,12920
18/04/2021,13005
25/04/2021,13094
02/05/2021,13170
09/05/2021,13267
16/05/2021,13598
23/05/2021,14128
30/05/2021,15045
06/06/2021,16001
13/06/2021,16859
20/06/2021,17902
27/06/2021,18658
04/07/2021,19172
11/07/2021,19547
18/07/2021,19811
25/07/2021,20116
01/08/2021,20345
08/08/2021,20556
15/08/2021,20719
22/08/2021,20850
29/08/2021,20977
05/09/2021,21162
12/09/2021,21318
19/09/2021,21508
26/09/2021,21916
03/10/2021,22382
10/10/2021,22911
17/10/2021,23446
24/10/2021,23909
31/10/2021,24091
07/11/2021,24383
14/11/2021,24768
21/11/2021,25016
28/11/2021,25265
05/12/2021,25674
12/12/2021,25865
19/12/2021,25934
26/12/2021,25974
02/01/2022,26255
09/01/2022,26807
16/01/2022,27973
23/01/2022,28709
30/01/2022,29444
06/02/2022,29848
13/02/2022,30055
20/02/2022,30273
27/02/2022,30342
06/03/2022,30430
13/03/2022,30473
20/03/2022,30509
27/03/2022,30528
03/04/2022,30575
10/04/2022,30586
17/04/2022,30640
24/04/2022,30659
01/05/2022,30704
08/05/2022,30713
15/05/2022,30746
22/05/2022,30789
29/05/2022,30818
05/06/2022,30963
12/06/2022,31075
19/06/2022,31226
26/06/2022,31470
03/07/2022,31795
10/07/2022,31980
17/07/2022,32178
24/07/2022,32263
31/07/2022,32405
07/08/2022,32703
14/08/2022,32942
21/08/2022,33189
28/08/2022,33442
04/09/2022,33619
11/09/2022,33707
18/09/2022,33746
25/09/2022,33761
02/10/2022,33761
09/10/2022,33791
16/10/2022,33811
23/10/2022,33811
30/10/2022,33828
06/11/2022,33832
13/11/2022,33837
20/11/2022,33862
27/11/2022,33862
04/12/2022,33876
11/12/2022,33876
18/12/2022,33904
25/12/2022,33912
01/01/2023,33969
08/01/2023,34008
15/01/2023,34008
22/01/2023,34076
29/01/2023,34076
05/02/2023,34143
12/02/2023,34155
19/02/2023,34155
26/02/2023,34202
05/03/2023,34202
12/03/2023,34202
19/03/2023,34202
26/03/2023,34202
02/04/2023,34202
09/04/2023,34202
16/04/2023,34214
23/04/2023,34226
30/04/2023,34228
07/05/2023,34228
14/05/2023,34228
21/05/2023,34228
28/05/2023,34228
04/06/2023,34228
11/06/2023,34228
18/06/2023,34228
25/06/2023,34228
02/07/2023,34228
09/07/2023,34228
16/07/2023,34228
23/07/2023,34228
30/07/2023,34228
06/08/2023,34228
13/08/2023,34228
20/08/2023,34228
27/08/2023,34228
03/09/2023,34228
10/09/2023,34228
17/09/2023,34228
24/09/2023,34228
01/10/2023,34228
08/10/2023,34228
15/10/2023,34228
22/10/2023,34228
29/10/2023,34228
05/11/2023,34228
12/11/2023,34228
19/11/2023,34228
26/11/2023,34228
03/12/2023,34228
10/12/2023,34228
17/12/2023,34228
24/12/2023,34228
31/12/2023,34228
07/01/2024,34233
14/01/2024,34251
21/01/2024,34277
28/01/2024,34315
04/02/2024,34331
11/02/2024,34338
18/02/2024,34344
25/02/2024,34362
03/03/2024,34373
10/03/2024,34373
17/03/2024,34376
24/03/2024,34383
31/03/2024,34383
07/04/2024,34384
14/04/2024,34385
21/04/2024,34387
28/04/2024,34394
05/05/2024,34402
12/05/2024,34408
19/05/2024,34422
26/05/2024,34426
02/06/2024,34430
09/06/2024,34440
16/06/2024,34447
23/06/2024,34448
30/06/2024,34456
07/07/2024,34456
14/07/2024,34456
21/07/2024,34456
28/07/2024,34456
04/08/2024,34456
11/08/2024,34456
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,1
15/03/2020,1
22/03/2020,1
29/03/2020,4
05/04/2020,7
12/04/2020,8
19/04/2020,8
26/04/2020,9
03/05/2020,11
10/05/2020,12
17/05/2020,12
24/05/2020,12
31/05/2020,12
07/06/2020,12
14/06/2020,12
21/06/2020,12
28/06/2020,12
05/07/2020,12
12/07/2020,12
19/07/2020,12
26/07/2020,12
02/08/2020,12
09/08/2020,12
16/08/2020,12
23/08/2020,12
30/08/2020,12
06/09/2020,12
13/09/2020,12
20/09/2020,12
27/09/2020,12
04/10/2020,12
11/10/2020,12
18/10/2020,26
25/10/2020,26
01/11/2020,26
08/11/2020,26
15/11/2020,26
22/11/2020,26
29/11/2020,26
06/12/2020,26
13/12/2020,26
20/12/2020,26
27/12/2020,26
03/01/2021,26
10/01/2021,26
17/01/2021,26
24/01/2021,26
31/01/2021,26
07/02/2021,26
14/02/2021,26
21/02/2021,26
28/02/2021,26
07/03/2021,26
14/03/2021,26
21/03/2021,26
28/03/2021,26
04/04/2021,26
11/04/2021,26
18/04/2021,26
25/04/2021,26
02/05/2021,26
09/05/2021,26
16/05/2021,26
23/05/2021,26
30/05/2021,26
06/06/2021,26
13/06/2021,26
20/06/2021,26
27/06/2021,26
04/07/2021,26
11/07/2021,26
18/07/2021,26
25/07/2021,26
01/08/2021,26
08/08/2021,26
15/08/2021,26
22/08/2021,26
29/08/2021,26
05/09/2021,26
12/09/2021,26
19/09/2021,26
26/09/2021,26
03/10/2021,26
10/10/2021,26
17/10/2021,26
24/10/2021,26
31/10/2021,26
07/11/2021,26
14/11/2021,26
21/11/2021,26
28/11/2021,26
05/12/2021,26
12/12/2021,26
19/12/2021,26
26/12/2021,26
02/01/2022,26
09/01/2022,26
16/01/2022,26
23/01/2022,26
30/01/2022,26
06/02/2022,26
13/02/2022,26
20/02/2022,26
27/02/2022,26
06/03/2022,26
13/03/2022,26
20/03/2022,26
27/03/2022,26
03/04/2022,26
10/04/2022,26
17/04/2022,26
24/04/2022,26
01/05/2022,26
08/05/2022,26
15/05/2022,26
22/05/2022,26
29/05/2022,26
05/06/2022,26
12/06/2022,26
19/06/2022,26
26/06/2022,26
03/07/2022,26
10/07/2022,26
17/07/2022,26
24/07/2022,26
31/07/2022,26
07/08/2022,26
14/08/2022,26
21/08/2022,26
28/08/2022,26
04/09/2022,26
11/09/2022,26
18/09/2022,26
25/09/2022,26
02/10/2022,26
09/10/2022,26
16/10/2022,26
23/10/2022,26
30/10/2022,26
06/11/2022,26
13/11/2022,26
20/11/2022,26
27/11/2022,26
04/12/2022,26
11/12/2022,26
18/12/2022,26
25/12/2022,26
01/01/2023,26
08/01/2023,26
15/01/2023,26
22/01/2023,26
29/01/2023,26
05/02/2023,26
12/02/2023,26
19/02/2023,26
26/02/2023,26
05/03/2023,26
12/03/2023,26
19/03/2023,26
26/03/2023,26
02/04/2023,26
09/04/2023,26
16/04/2023,26
23/04/2023,26
30/04/2023,26
07/05/2023,26
14/05/2023,26
21/05/2023,26
28/05/2023,26
04/06/2023,26
11/06/2023,26
18/06/2023,26
25/06/2023,26
02/07/2023,26
09/07/2023,26
16/07/2023,26
23/07/2023,26
30/07/2023,26
06/08/2023,26
13/08/2023,26
20/08/2023,26
27/08/2023,26
03/09/2023,26
10/09/2023,26
17/09/2023,26
24/09/2023,26
01/10/2023,26
08/10/2023,26
15/10/2023,26
22/10/2023,26
29/10/2023,26
05/11/2023,26
12/11/2023,26
19/11/2023,26
26/11/2023,26
03/12/2023,26
10/12/2023,26
17/12/2023,26
24/12/2023,26
31/12/2023,26
07/01/2024,26
14/01/2024,26
21/01/2024,26
28/01/2024,26
04/02/2024,26
11/02/2024,26
18/02/2024,26
25/02/2024,26
03/03/2024,26
10/03/2024,26
17/03/2024,26
24/03/2024,26
31/03/2024,26
07/04/2024,26
14/04/2024,26
21/04/2024,26
28/04/2024,26
05/05/2024,26
12/05/2024,26
19/05/2024,26
26/05/2024,26
02/06/2024,26
09/06/2024,26
16/06/2024,26
23/06/2024,26
30/06/2024,26
07/07/2024,26
14/07/2024,26
21/07/2024,26
28/07/2024,26
04/08/2024,26
11/08/2024,26
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,0
15/03/2020,3
22/03/2020,24
29/03/2020,67
05/04/2020,264
12/04/2020,392
19/04/2020,457
26/04/2020,591
03/05/2020,899
10/05/2020,1771
17/05/2020,2460
24/05/2020,3477
31/05/2020,4886
07/06/2020,5971
14/06/2020,8132
21/06/2020,11258
28/06/2020,15994
05/07/2020,22116
12/07/2020,27053
19/07/2020,31745
26/07/2020,37559
02/08/2020,42014
09/08/2020,46635
16/08/2020,49467
23/08/2020,53381
30/08/2020,58810
06/09/2020,63798
13/09/2020,66049
20/09/2020,70611
27/09/2020,73840
04/10/2020,78269
11/10/2020,82552
18/10/2020,86691
25/10/2020,91882
01/11/2020,96888
08/11/2020,99576
15/11/2020,102079
22/11/2020,104179
29/11/2020,107134
06/12/2020,109960
13/12/2020,113708
20/12/2020,116212
27/12/2020,118659
03/01/2021,122974
10/01/2021,126396
17/01/2021,132412
24/01/2021,139182
31/01/2021,146110
07/02/2021,153253
14/02/2021,159024
21/02/2021,164077
28/02/2021,168911
07/03/2021,173020
14/03/2021,177168
21/03/2021,181357
28/03/2021,186337
04/04/2021,189726
11/04/2021,194548
18/04/2021,199682
25/04/2021,205696
02/05/2021,212333
09/05/2021,218330
16/05/2021,225256
23/05/2021,231560
30/05/2021,236451
06/06/2021,241039
13/06/2021,245695
20/06/2021,251966
27/06/2021,258349
04/07/2021,265174
11/07/2021,272730
18/07/2021,279257
25/07/2021,286635
01/08/2021,297111
08/08/2021,305936
15/08/2021,316235
22/08/2021,326830
29/08/2021,335398
05/09/2021,343807
12/09/2021,350879
19/09/2021,357654
26/09/2021,363017
03/10/2021,367275
10/10/2021,369030
17/10/2021,372179
24/10/2021,374148
31/10/2021,375381
07/11/2021,376281
14/11/2021,376967
21/11/2021,377420
28/11/2021,377888
05/12/2021,378113
12/12/2021,378561
19/12/2021,378804
26/12/2021,379073
02/01/2022,379542
09/01/2022,381254
16/01/2022,384077
23/01/2022,388436
30/01/2022,391874
06/02/2022,398900
13/02/2022,404764
20/02/2022,408456
27/02/2022,412173
06/03/2022,414311
13/03/2022,416729
20/03/2022,418300
27/03/2022,420621
03/04/2022,421170
10/04/2022,421659
17/04/2022,421659
24/04/2022,422545
01/05/2022,423179
08/05/2022,423879
15/05/2022,424447
22/05/2022,424859
29/05/2022,425113
05/06/2022,425471
12/06/2022,425655
19/06/2022,425930
26/06/2022,426879
03/07/2022,427718
10/07/2022,429848
17/07/2022,432139
24/07/2022,434796
31/07/2022,439901
07/08/2022,445271
14/08/2022,447365
21/08/2022,450393
28/08/2022,453993
04/09/2022,454779
11/09/2022,455011
18/09/2022,455836
25/09/2022,456336
02/10/2022,456391
09/10/2022,456664
16/10/2022,456886
23/10/2022,457024
30/10/2022,457134
06/11/2022,457262
13/11/2022,457406
20/11/2022,457508
27/11/2022,458023
04/12/2022,458921
11/12/2022,460714
18/12/2022,462742
25/12/2022,463685
01/01/2023,465915
08/01/2023,468344
15/01/2023,469230
22/01/2023,470190
29/01/2023,470556
05/02/2023,470940
12/02/2023,471417
19/02/2023,471764
26/02/2023,472116
05/03/2023,472250
12/03/2023,472308
19/03/2023,472340
26/03/2023,472443
02/04/2023,472467
09/04/2023,472467
16/04/2023,472485
23/04/2023,472533
30/04/2023,472533
07/05/2023,472533
14/05/2023,472594
21/05/2023,472594
28/05/2023,472594
04/06/2023,472598
11/06/2023,472600
18/06/2023,472602
25/06/2023,472605
02/07/2023,472620
09/07/2023,472628
16/07/2023,472657
23/07/2023,472685
30/07/2023,472716
06/08/2023,472719
13/08/2023,472728
20/08/2023,472733
27/08/2023,472734
03/09/2023,472737
10/09/2023,472739
17/09/2023,472739
24/09/2023,472740
01/10/2023,472742
08/10/2023,472742
15/10/2023,472742
22/10/2023,472742
29/10/2023,472743
05/11/2023,472743
12/11/2023,472743
19/11/2023,472743
26/11/2023,472743
03/12/2023,472743
10/12/2023,472743
17/12/2023,472744
24/12/2023,472744
31/12/2023,472747
07/01/2024,472758
14/01/2024,472786
21/01/2024,472814
28/01/2024,472821
04/02/2024,472827
11/02/2024,472831
18/02/2024,472833
25/02/2024,472834
03/03/2024,472834
10/03/2024,472838
17/03/2024,472839
24/03/2024,472839
31/03/2024,472839
07/04/2024,472840
14/04/2024,472841
21/04/2024,472842
28/04/2024,472844
05/05/2024,472845
12/05/2024,472845
19/05/2024,472845
26/05/2024,472847
02/06/2024,472853
09/06/2024,472856
16/06/2024,472860
23/06/2024,472863
30/06/2024,472872
07/07/2024,472886
14/07/2024,472887
21/07/2024,472891
28/07/2024,472895
04/08/2024,472898
11/08/2024,472898
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,0
16/02/2020,0
23/02/2020,0
01/03/2020,0
08/03/2020,7
15/03/2020,31
22/03/2020,131
29/03/2020,408
05/04/2020,733
12/04/2020,1410
19/04/2020,1916
26/04/2020,2500
03/05/2020,2998
10/05/2020,3263
17/05/2020,3509
24/05/2020,3741
31/05/2020,3867
07/06/2020,3970
14/06/2020,4064
21/06/2020,4094
28/06/2020,4138
05/07/2020,4183
12/07/2020,4229
19/07/2020,4315
26/07/2020,4435
02/08/2020,4526
09/08/2020,4653
16/08/2020,4877
23/08/2020,5133
30/08/2020,5669
06/09/2020,7892
13/09/2020,11825
20/09/2020,17990
27/09/2020,24014
04/10/2020,30575
11/10/2020,37664
18/10/2020,46290
25/10/2020,59247
01/11/2020,79199
08/11/2020,109616
15/11/2020,140961
22/11/2020,174618
29/11/2020,211527
06/12/2020,250278
13/12/2020,280400
20/12/2020,302989
27/12/2020,316060
03/01/2021,327995
10/01/2021,342237
17/01/2021,351828
24/01/2021,359574
31/01/2021,367586
07/02/2021,376495
14/02/2021,387462
21/02/2021,403023
28/02/2021,428599
07/03/2021,466017
14/03/2021,516490
21/03/2021,571596
28/03/2021,633861
04/04/2021,685979
11/04/2021,720164
18/04/2021,750508
25/04/2021,769518
02/05/2021,782892
09/05/2021,791709
16/05/2021,798147
23/05/2021,802088
30/05/2021,804032
06/06/2021,806008
13/06/2021,806790
20/06/2021,807428
27/06/2021,807910
04/07/2021,808197
11/07/2021,808437
18/07/2021,808725
25/07/2021,809101
01/08/2021,809491
08/08/2021,809855
15/08/2021,810316
22/08/2021,810781
29/08/2021,811706
05/09/2021,813040
12/09/2021,814732
19/09/2021,817159
26/09/2021,820078
03/10/2021,823384
10/10/2021,827410
17/10/2021,833115
24/10/2021,843825
31/10/2021,863419
07/11/2021,892164
14/11/2021,939784
21/11/2021,998488
28/11/2021,1068888
05/12/2021,1134869
12/12/2021,1182922
19/12/2021,1218295
26/12/2021,1237330
02/01/2022,1256415
09/01/2022,1282957
16/01/2022,1327014
23/01/2022,1401457
30/01/2022,1508358
06/02/2022,1616846
13/02/2022,1695991
20/02/2022,1746424
27/02/2022,1779174
06/03/2022,1800046
13/03/2022,1814362
20/03/2022,1824089
27/03/2022,1839358
03/04/2022,1854198
10/04/2022,1868007
17/04/2022,1879480
24/04/2022,1890953
01/05/2022,1901017
08/05/2022,1903200
15/05/2022,1909948
22/05/2022,1914697
29/05/2022,1917777
05/06/2022,1919840
12/06/2022,1921486
19/06/2022,1923122
26/06/2022,1925083
03/07/2022,1928125
10/07/2022,1932788
17/07/2022,1940824
24/07/2022,1951079
31/07/2022,1965481
07/08/2022,1987321
14/08/2022,2005399
21/08/2022,2021648
28/08/2022,2036390
04/09/2022,2048547
11/09/2022,2058847
18/09/2022,2070443
25/09/2022,2082750
02/10/2022,2094142
09/10/2022,2107907
16/10/2022,2120543
23/10/2022,2132490
30/10/2022,2141513
06/11/2022,2149008
13/11/2022,2153564
20/11/2022,2157995
27/11/2022,2162093
04/12/2022,2166352
11/12/2022,2171056
18/12/2022,2176249
25/12/2022,2181419
01/01/2023,2185816
08/01/2023,2188737
15/01/2023,2190333
22/01/2023,2191199
29/01/2023,2191826
05/02/2023,2192447
12/02/2023,2193272
19/02/2023,2194102
26/02/2023,2194969
05/03/2023,2195926
12/03/2023,2196804
19/03/2023,2197820
26/03/2023,2198461
02/04/2023,2199146
09/04/2023,2199764
16/04/2023,2200211
23/04/2023,2200739
30/04/2023,2201355
07/05/2023,2201824
14/05/2023,2202179
21/05/2023,2202491
28/05/2023,2202716
04/06/2023,2202887
11/06/2023,2202990
18/06/2023,2203082
25/06/2023,2203129
02/07/2023,2203171
09/07/2023,2203200
16/07/2023,2203222
23/07/2023,2203262
30/07/2023,2203289
06/08/2023,2203315
13/08/2023,2203356
20/08/2023,2203441
27/08/2023,2203564
03/09/2023,2203761
10/09/2023,2204090
17/09/2023,2204488
24/09/2023,2205322
01/10/2023,2206311
08/10/2023,2207180
15/10/2023,2207969
22/10/2023,2208950
29/10/2023,2209972
05/11/2023,2210846
12/11/2023,2211830
19/11/2023,2213046
26/11/2023,2214721
03/12/2023,2217184
10/12/2023,2220220
17/12/2023,2223831
24/12/2023,2226085
31/12/2023,2227159
07/01/2024,2228206
14/01/2024,2228828
21/01/2024,2229267
28/01/2024,2229538
04/02/2024,2229804
11/02/2024,2229987
18/02/2024,2230094
25/02/2024,2230159
03/03/2024,2230202
10/03/2024,2230232
17/03/2024,2230249
24/03/2024,2230274
31/03/2024,2230293
07/04/2024,2230312
14/04/2024,2230325
21/04/2024,2230351
28/04/2024,2230371
05/05/2024,2230381
12/05/2024,2230396
19/05/2024,2230419
26/05/2024,2230423
02/06/2024,2230438
09/06/2024,2230444
16/06/2024,2230453
23/06/2024,2230472
30/06/2024,2230485
07/07/2024,2230504
14/07/2024,2230548
21/07/2024,2230591
28/07/2024,2230657
04/08/2024,2230800
11/08/2024,2230925
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,0
09/02/2020,15
16/02/2020,15
23/02/2020,15
01/03/2020,22
08/03/2020,75
15/03/2020,192
22/03/2020,653
29/03/2020,1162
05/04/2020,1602
12/04/2020,1737
19/04/2020,1790
26/04/2020,1806
03/05/2020,1813
10/05/2020,1815
17/05/2020,1816
24/05/2020,1818
31/05/2020,1820
07/06/2020,1821
14/06/2020,1823
21/06/2020,1828
28/06/2020,1834
05/07/2020,1843
12/07/2020,1846
19/07/2020,1852
26/07/2020,1868
02/08/2020,1927
09/08/2020,1974
16/08/2020,2028
23/08/2020,2083
30/08/2020,2124
06/09/2020,2156
13/09/2020,2181
20/09/2020,2393
27/09/2020,2673
04/10/2020,2994
11/10/2020,3597
18/10/2020,4129
25/10/2020,4526
01/11/2020,4934
08/11/2020,5108
15/11/2020,5216
22/11/2020,5296
29/11/2020,5403
06/12/2020,5508
13/12/2020,5572
20/12/2020,5661
27/12/2020,5743
03/01/2021,5816
10/01/2021,5918
17/01/2021,5988
24/01/2021,6007
31/01/2021,6029
07/02/2021,6041
14/02/2021,6056
21/02/2021,6066
28/02/2021,6076
07/03/2021,6087
14/03/2021,6106
21/03/2021,6144
28/03/2021,6205
04/04/2021,6255
11/04/2021,6289
18/04/2021,6351
25/04/2021,6416
02/05/2021,6470
09/05/2021,6505
16/05/2021,6535
23/05/2021,6542
30/05/2021,6572
06/06/2021,6600
13/06/2021,6611
20/06/2021,6621
27/06/2021,6638
04/07/2021,6654
11/07/2021,6679
18/07/2021,6778
25/07/2021,7297
01/08/2021,8112
08/08/2021,8888
15/08/2021,9568
22/08/2021,10173
29/08/2021,10698
05/09/2021,11053
12/09/2021,11272
19/09/2021,11461
26/09/2021,11712
03/10/2021,11947
10/10/2021,12232
17/10/2021,12605
24/10/2021,13130
31/10/2021,13731
07/11/2021,14558
14/11/2021,15733
21/11/2021,16791
28/11/2021,17766
05/12/2021,18634
12/12/2021,19535
19/12/2021,20887
26/12/2021,24206
02/01/2022,31059
09/01/2022,39980
16/01/2022,40111
23/01/2022,49985
30/01/2022,59173
06/02/2022,69648
13/02/2022,83440
20/02/2022,100806
27/02/2022,114128
06/03/2022,131023
13/03/2022,150663
20/03/2022,163976
27/03/2022,171318
03/04/2022,174342
10/04/2022,175964
17/04/2022,176839
24/04/2022,177705
01/05/2022,178256
08/05/2022,178707
15/05/2022,179485
22/05/2022,180348
29/05/2022,181157
05/06/2022,182316
12/06/2022,183728
19/06/2022,185263
26/06/2022,187672
03/07/2022,190868
10/07/2022,194064
17/07/2022,196402
24/07/2022,198097
31/07/2022,199434
07/08/2022,200237
14/08/2022,201097
21/08/2022,201814
28/08/2022,202361
04/09/2022,202785
11/09/2022,203142
18/09/2022,203392
25/09/2022,203631
02/10/2022,203871
09/10/2022,204059
16/10/2022,204276
23/10/2022,204600
30/10/2022,204895
06/11/2022,205200
13/11/2022,205510
20/11/2022,205786
27/11/2022,206060
04/12/2022,206267
11/12/2022,206474
18/12/2022,206858
25/12/2022,207213
01/01/2023,207436
08/01/2023,207628
15/01/2023,207628
22/01/2023,207704
29/01/2023,207809
05/02/2023,207999
12/02/2023,208114
19/02/2023,208215
26/02/2023,208332
05/03/2023,208407
12/03/2023,208439
19/03/2023,208483
26/03/2023,208511
02/04/2023,208548
09/04/2023,208576
16/04/2023,208592
23/04/2023,208600
30/04/2023,208610
07/05/2023,208620
14/05/2023,208630
21/05/2023,208646
28/05/2023,208665
04/06/2023,208688
11/06/2023,208707
18/06/2023,208728
25/06/2023,208735
02/07/2023,208743
09/07/2023,208751
16/07/2023,208757
23/07/2023,208792
30/07/2023,208814
06/08/2023,208845
13/08/2023,208883
20/08/2023,208915
27/08/2023,208957
03/09/2023,208998
10/09/2023,209042
17/09/2023,209085
24/09/2023,209142
01/10/2023,209196
08/10/2023,209243
15/10/2023,209286
22/10/2023,209328
29/10/2023,209328
05/11/2023,209370
12/11/2023,209413
19/11/2023,209475
26/11/2023,209534
03/12/2023,209586
10/12/2023,209650
17/12/2023,209706
24/12/2023,209754
31/12/2023,209791
07/01/2024,209832
14/01/2024,209858
21/01/2024,209870
28/01/2024,209878
04/02/2024,209884
11/02/2024,209889
18/02/2024,209895
25/02/2024,209899
03/03/2024,209903
10/03/2024,209906
17/03/2024,209913
24/03/2024,209914
31/03/2024,209915
07/04/2024,209915
14/04/2024,209920
21/04/2024,209928
28/04/2024,209932
05/05/2024,209938
12/05/2024,209945
19/05/2024,209964
26/05/2024,209979
02/06/2024,209994
09/06/2024,210013
16/06/2024,210048
23/06/2024,210080
30/06/2024,210136
07/07/2024,210187
14/07/2024,210257
21/07/2024,210315
28/07/2024,210347
04/08/2024,210374
11/08/2024,210398
05/01/2020,0
12/01/2020,0
19/01/2020,0
26/01/2020,0
02/02/2020,2
09/02/2020,7
16/02/2020,7
23/02/2020,7
01/03/2020,7
08/03/2020,39
15/03/2020,107
22/03/2020,360
29/03/2020,979
05/04/2020,3374
12/04/2020,8356
19/04/2020,15712
26/04/2020,26496
03/05/2020,39980
10/05/2020,62939
17/05/2020,90927
24/05/2020,131868
31/05/2020,182143
07/06/2020,246628
14/06/2020,320922
21/06/2020,410461
28/06/2020,528859
05/07/2020,673165
12/07/2020,849553
19/07/2020,1077618
26/07/2020,1385522
02/08/2020,1750723
09/08/2020,2153010
16/08/2020,2589682
23/08/2020,3044940
30/08/2020,3542733
06/09/2020,4113811
13/09/2020,4754356
20/09/2020,5400619
27/09/2020,5992532
04/10/2020,6549373
11/10/2020,7053806
18/10/2020,7494551
25/10/2020,7864811
01/11/2020,8184082
08/11/2020,8507754
15/11/2020,8814579
22/11/2020,9095806
29/11/2020,9392919
06/12/2020,9644222
13/12/2020,9857029
20/12/2020,10031223
27/12/2020,10187850
03/01/2021,10323965
10/01/2021,10450284
17/01/2021,10557985
24/01/2021,10654533
31/01/2021,10746183
07/02/2021,10826363
14/02/2021,10904940
21/02/2021,10991651
28/02/2021,11096731
07/03/2021,11210799
14/03/2021,11359048
21/03/2021,11599130
28/03/2021,11971624
04/04/2021,12485509
11/04/2021,13358805
18/04/2021,14788109
25/04/2021,16960172
02/05/2021,19557457
09/05/2021,22296414
16/05/2021,24684077
23/05/2021,26530132
